Date,Time,Channel,User,Sensor_Name,delta_t,Time_Unit,Value,Mode,Phase,Phase_Unit,Amplitude,Temp,Pressure,Pressure_Unit,Salinity,Salinity_Unit,Error,Cal0,Cal0_Unit,T0,O2Cal2nd,Cal2nd,Cal2nd_Unit,T2nd,CalPressure,CalPressure_Unit,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal_Mode,SignalLEDCurrent,User_Signal_Intensity,ReferenceLEDCurrent
10/02/2018,22:11:10,2,Svenja,Sensor 3,0,min,110.346,Humid,33.41,deg,368050,10.652,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:11:13,2,Svenja,Sensor 3,0.058,min,107.999,Humid,33.689,deg,371345,10.608,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:11:16,2,Svenja,Sensor 3,0.104,min,106.118,Humid,33.892,deg,373625,10.639,1011,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:11:19,2,Svenja,Sensor 3,0.149,min,104.621,Humid,34.069,deg,375708,10.629,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:12:09,2,Svenja,Sensor 3,0.99,min,106.882,Humid,33.808,deg,373344,10.63,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:12:12,2,Svenja,Sensor 3,1.036,min,106.387,Humid,33.868,deg,373949,10.621,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:12:16,2,Svenja,Sensor 3,1.092,min,105.915,Humid,33.92,deg,374568,10.627,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:12:19,2,Svenja,Sensor 3,1.143,min,105.545,Humid,33.967,deg,375084,10.615,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:13:15,2,Svenja,Sensor 3,2.081,min,92.498,Humid,35.553,deg,394770,10.639,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:13:19,2,Svenja,Sensor 3,2.153,min,90.762,Humid,35.789,deg,397543,10.612,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:13:23,2,Svenja,Sensor 3,2.223,min,89.283,Humid,35.982,deg,399745,10.619,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:13:27,2,Svenja,Sensor 3,2.281,min,88.251,Humid,36.121,deg,401316,10.617,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:14:19,2,Svenja,Sensor 3,3.152,min,88.482,Humid,36.092,deg,401982,10.611,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:14:23,2,Svenja,Sensor 3,3.218,min,87.246,Humid,36.255,deg,403958,10.621,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:14:27,2,Svenja,Sensor 3,3.283,min,86.306,Humid,36.381,deg,405417,10.627,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:14:31,2,Svenja,Sensor 3,3.342,min,85.629,Humid,36.484,deg,406410,10.598,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:15:43,2,Svenja,Sensor 3,4.549,min,88.318,Humid,36.121,deg,403405,10.592,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:15:46,2,Svenja,Sensor 3,4.597,min,87.615,Humid,36.206,deg,404231,10.619,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:15:50,2,Svenja,Sensor 3,4.661,min,86.999,Humid,36.297,deg,405080,10.597,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:15:54,2,Svenja,Sensor 3,4.726,min,86.269,Humid,36.38,deg,406068,10.644,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:16:51,2,Svenja,Sensor 3,5.676,min,146.807,Humid,29.894,deg,328908,10.638,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:16:55,2,Svenja,Sensor 3,5.743,min,148.309,Humid,29.783,deg,327458,10.599,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:16:58,2,Svenja,Sensor 3,5.806,min,149.357,Humid,29.693,deg,326435,10.607,1011,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:17:03,2,Svenja,Sensor 3,5.877,min,150.311,Humid,29.607,deg,325435,10.628,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:18:05,2,Svenja,Sensor 3,6.918,min,167.778,Humid,28.262,deg,306486,10.61,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:18:08,2,Svenja,Sensor 3,6.97,min,167.339,Humid,28.294,deg,306897,10.61,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:18:12,2,Svenja,Sensor 3,7.029,min,167.079,Humid,28.321,deg,307313,10.588,1011,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:18:16,2,Svenja,Sensor 3,7.093,min,166.707,Humid,28.342,deg,307686,10.606,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:19:14,2,Svenja,Sensor 3,8.063,min,81.182,Humid,37.11,deg,414373,10.595,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:19:18,2,Svenja,Sensor 3,8.13,min,79.188,Humid,37.399,deg,417724,10.594,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:19:23,2,Svenja,Sensor 3,8.21,min,77.516,Humid,37.651,deg,420662,10.578,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:19:27,2,Svenja,Sensor 3,8.276,min,76.158,Humid,37.841,deg,422903,10.615,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:20:51,2,Svenja,Sensor 3,9.688,min,9.893,Humid,52.384,deg,568734,10.58,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:20:56,2,Svenja,Sensor 3,9.762,min,9.185,Humid,52.605,deg,570591,10.621,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:20:59,2,Svenja,Sensor 3,9.823,min,8.66,Humid,52.776,deg,572043,10.593,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:21:03,2,Svenja,Sensor 3,9.889,min,8.189,Humid,52.929,deg,573423,10.579,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:22:07,2,Svenja,Sensor 3,10.954,min,98.965,Humid,34.755,deg,393997,10.598,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:22:11,2,Svenja,Sensor 3,11.013,min,100.561,Humid,34.562,deg,391748,10.596,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:22:14,2,Svenja,Sensor 3,11.065,min,101.754,Humid,34.417,deg,390009,10.601,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:22:18,2,Svenja,Sensor 3,11.127,min,103.142,Humid,34.255,deg,388097,10.595,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:23:04,2,Svenja,Sensor 3,11.903,min,81.703,Humid,37.032,deg,423186,10.605,1011,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:23:08,2,Svenja,Sensor 3,11.972,min,80.089,Humid,37.269,deg,425991,10.591,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:23:13,2,Svenja,Sensor 3,12.044,min,78.864,Humid,37.449,deg,428150,10.587,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:23:17,2,Svenja,Sensor 3,12.109,min,77.965,Humid,37.587,deg,429796,10.571,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:24:12,2,Svenja,Sensor 3,13.039,min,91.03,Humid,35.765,deg,410449,10.581,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:24:16,2,Svenja,Sensor 3,13.094,min,90.301,Humid,35.857,deg,411509,10.592,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:24:19,2,Svenja,Sensor 3,13.156,min,89.686,Humid,35.939,deg,412549,10.589,1011,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
10/02/2018,22:24:23,2,Svenja,Sensor 3,13.21,min,89.264,Humid,36.003,deg,413323,10.568,1012,hPa,35,pmil,0,55.58,deg,20,100,21.74,deg,20,986,hPa,0.831,-0.00929,0.000343,-0.00019,0,13.46,Humid,68.25,0,5
